id_cliente,idade,genero,uf,segmento,score_credito,renda_mensal,saldo_medio_conta,qtd_meses_cliente,qtd_produtos_ativos,qtd_transacoes_pix_6m,vlr_total_investimentos,vlr_medio_gasto_cartao,vlr_medio_gasto_alimentacao,vlr_medio_gasto_transporte,vlr_medio_gasto_saude,vlr_medio_gasto_educacao,vlr_medio_gasto_lazer,ind_debito_automatico,qtd_dias_inatividade,vlr_limite_credito,pct_utilizacao_limite,canal_preferencial
49354,18,F,PR,basico,428.99,3164.39,9235.55,12,2,5,24.21,1332.37,364.4,225.17,58.93,105.79,73.63,0,1.0,1124.75,0.2729,app
49355,31,M,PR,intermediario,574.11,3000.0,8112.46,40,3,3,15040.78,1395.28,260.2,231.75,166.28,75.64,110.53,1,64.0,5953.08,0.1383,app
49356,40,F,SC,basico,371.63,2663.04,2597.3,1,0,8,0.0,339.04,98.12,67.48,8.16,27.73,20.38,0,7.0,1639.47,0.4086,web
49357,37,M,DF,basico,422.34,1749.04,2196.4,29,3,5,0.0,1178.74,231.18,109.88,104.79,4.59,102.49,0,2.0,3927.68,0.2739,telefone
49358,27,M,RS,basico,380.99,3660.21,5752.33,49,2,8,0.0,1924.71,478.03,194.1,191.2,1.79,93.66,0,2.0,2794.14,0.4648,app
49359,41,M,CE,intermediario,744.05,4325.73,9159.63,100,2,5,,2072.77,355.65,151.18,153.12,247.91,203.84,1,9.0,7086.82,0.445,app
49360,55,M,DF,basico,450.85,1500.0,4034.54,24,0,4,62.48,667.45,261.81,127.53,65.71,40.49,117.14,1,0.0,1481.97,0.4781,agencia
49361,48,F,PE,basico,406.32,,8105.66,41,2,9,0.0,401.45,126.38,56.29,27.65,36.55,64.54,1,4.0,1914.78,0.3381,web
49362,49,M,SP,intermediario,462.05,3873.67,3192.91,13,0,9,56532.43,1944.73,573.78,237.41,166.35,95.17,131.8,0,3.0,5569.92,0.0822,web
49363,41,Outro,PA,basico,375.58,1736.17,2152.49,36,0,3,0.0,475.3,178.55,86.72,57.7,43.9,62.39,0,9.0,593.1,0.2926,agencia
49364,37,M,RJ,basico,429.19,1994.74,3148.23,63,0,4,0.0,1005.8,291.15,200.03,114.02,2.79,194.85,0,4.0,3225.43,0.7483,app
49365,33,M,SP,intermediario,850.62,7862.24,11306.35,13,6,9,38103.03,2730.72,997.01,679.74,356.07,117.8,338.9,0,1.0,4141.62,0.1776,app
49366,40,M,SC,intermediario,673.91,7045.19,18557.48,47,2,13,0.0,1285.8,233.45,163.64,159.96,118.71,145.14,0,3.0,5979.24,0.0647,web
49367,58,F,PE,basico,304.31,2633.04,489.74,4,1,6,344.23,844.84,295.58,120.37,78.91,95.67,33.24,0,4.0,2080.63,0.5152,app
49368,49,M,MG,intermediario,560.21,4661.75,5369.56,24,4,8,18800.32,623.95,213.35,80.42,66.38,28.67,42.04,0,3.0,4404.89,0.2056,app
49369,30,F,SC,basico,484.84,2249.92,4782.9,9,2,6,0.0,1561.97,423.24,334.11,45.12,157.01,277.26,0,1.0,1726.57,0.3386,web
49370,19,M,PR,intermediario,627.53,3000.0,6573.42,83,2,7,718.15,445.06,155.2,64.68,37.47,18.85,47.21,1,10.0,4280.93,0.2869,app
49371,44,Outro,PE,basico,130.38,2707.95,1499.01,39,1,6,9158.51,1240.53,493.02,80.63,47.04,83.03,86.55,0,5.0,3703.1,0.4528,app
49372,46,M,PR,basico,447.08,2496.06,6928.36,99,1,8,0.0,837.96,184.31,76.56,122.09,7.57,46.71,0,30.0,3957.99,0.1789,agencia
49373,28,M,SP,basico,408.7,3887.9,1317.23,2,1,11,0.0,2277.87,491.87,184.64,297.87,272.84,304.7,0,2.0,962.14,0.7153,app
49374,33,M,SP,intermediario,717.58,4045.32,3236.11,46,6,10,9735.62,2557.18,1011.15,563.95,310.92,179.93,441.17,0,0.0,2991.12,0.2237,web
49375,18,M,RS,basico,319.5,3246.29,5964.61,52,1,6,616.1,1946.88,302.15,465.93,91.16,46.79,,0,112.0,697.02,0.4591,app
49376,59,M,SP,premium,703.69,15760.76,5860.83,71,5,23,222288.79,2018.55,714.52,225.54,256.35,46.09,365.87,1,1.0,9222.67,0.5588,web
49377,44,F,SP,premium,850.44,8000.0,15087.36,28,2,15,50714.81,2405.47,754.42,154.6,258.59,20.79,107.47,0,11.0,22671.52,0.0293,app
49378,50,F,BA,premium,725.73,,31260.67,30,7,16,79326.23,4831.26,802.21,366.2,632.98,184.06,902.19,1,18.0,11325.3,0.0344,web
49379,21,M,MS,basico,169.2,2971.36,6575.44,13,1,3,0.0,2016.15,555.47,338.47,113.84,75.86,293.44,0,13.0,2076.98,0.1379,app
49380,25,M,CE,intermediario,511.13,6966.51,3989.48,99,2,18,29135.13,2421.91,893.31,586.47,,77.41,435.62,1,0.0,6381.77,0.3899,app
49381,52,M,BA,basico,572.82,1500.0,3106.73,17,0,3,0.0,327.53,128.83,18.31,20.1,34.73,40.44,0,9.0,1791.62,0.2991,web
49382,30,M,MA,basico,578.38,8710.59,12452.73,46,1,20,0.0,5212.65,898.24,803.93,466.29,236.89,1028.81,1,12.0,1107.16,0.3115,app
49383,25,F,CE,basico,527.4,5267.83,4529.21,21,2,10,1975.02,2065.99,758.5,375.36,138.53,33.26,157.97,0,5.0,2543.03,0.7567,agencia
49384,69,M,PR,basico,422.27,2348.1,1046.36,20,2,3,0.0,1327.1,398.6,132.96,40.59,97.47,172.28,0,1.0,1033.63,0.3302,agencia
49385,49,M,MT,intermediario,598.19,7193.57,3952.86,58,5,14,11912.72,4984.77,1669.82,1010.18,658.61,497.65,170.15,1,1.0,7013.25,0.4659,app
49386,41,M,MG,premium,739.6,33016.18,51132.99,69,2,71,14188.48,20243.09,6602.28,1197.83,1342.54,1611.23,3494.15,1,4.0,7772.62,0.4479,web
49387,43,M,RJ,basico,692.46,4300.3,3040.76,17,0,7,0.0,2395.71,429.49,482.74,271.57,171.84,126.95,0,3.0,747.18,0.3587,app
49388,18,F,MS,basico,365.27,1751.63,3887.32,4,1,0,2246.91,1218.06,224.22,222.36,143.41,66.65,94.33,0,3.0,2328.95,0.4277,telefone
49389,45,F,SP,premium,825.25,8000.0,2257.98,111,5,11,50785.94,4428.39,1144.69,780.7,659.59,244.71,322.83,0,4.0,14331.54,0.104,agencia
49390,24,F,RJ,basico,366.16,1963.96,2366.91,17,1,2,0.0,845.04,307.36,131.08,41.75,79.22,112.39,0,0.0,684.77,0.6686,app
49391,51,F,MG,premium,849.02,14673.91,8186.35,25,6,28,8217.51,5762.65,1308.4,411.76,565.94,79.16,285.24,1,34.0,8995.51,0.3338,app
49392,62,M,MG,premium,799.08,8822.49,24887.42,28,3,21,19278.1,3256.62,1179.12,262.48,352.0,62.91,113.57,0,12.0,12984.94,0.0719,telefone
49393,18,M,MG,basico,436.6,1696.63,297.91,124,0,4,0.0,624.59,211.21,85.54,28.13,72.13,110.0,1,7.0,1751.52,0.3372,agencia
49394,58,F,SP,intermediario,453.16,3000.0,6481.54,3,4,4,14173.01,658.56,205.52,67.87,83.24,23.33,53.95,1,2.0,7666.45,0.4789,app
49395,47,M,RS,intermediario,667.4,4059.71,8018.47,111,1,12,0.0,2589.24,616.38,250.83,271.58,285.99,313.4,1,42.0,6044.5,0.1732,app
49396,30,F,MG,intermediario,516.99,4477.36,6320.33,62,4,11,0.0,2312.85,769.75,243.71,237.58,131.14,99.35,1,0.0,11486.22,0.2009,agencia
49397,23,F,BA,basico,502.68,1515.08,4444.38,28,0,3,0.0,225.12,69.04,18.91,29.41,14.06,44.1,0,0.0,1784.67,0.559,app
49398,32,M,PR,intermediario,529.4,4525.47,13236.69,24,2,15,2887.99,1296.84,217.01,98.92,190.29,60.92,251.52,1,12.0,9348.49,0.1147,app
49399,24,F,RJ,basico,562.58,2088.44,5455.84,9,2,6,0.0,1082.58,342.16,158.21,117.67,17.67,49.46,0,34.0,1726.69,0.5027,app
49400,31,F,RJ,intermediario,701.65,5122.66,3942.28,66,0,14,18313.92,3487.69,1035.88,593.39,456.01,405.48,162.81,1,4.0,9160.84,0.1182,app
49401,21,F,RS,intermediario,566.11,7943.15,13859.12,3,0,14,14111.98,5450.86,1159.99,1206.81,756.98,210.48,239.52,0,1.0,4766.76,0.588,app
49402,32,M,CE,basico,360.69,1500.0,587.01,2,2,5,0.0,429.29,107.26,31.95,15.99,12.43,29.44,0,146.0,578.91,0.1914,agencia
49403,47,F,CE,intermediario,752.25,6347.93,12928.15,48,3,15,0.0,2735.4,1068.42,263.46,232.28,206.79,98.82,0,2.0,4148.51,0.2105,app
49404,28,M,PR,basico,459.62,3079.7,4148.93,6,1,4,0.0,705.99,239.07,76.06,85.25,45.24,89.82,0,5.0,1008.16,0.1894,web
49405,38,M,MA,basico,332.05,2251.1,1658.14,33,3,6,0.0,520.46,92.09,62.25,44.47,15.45,22.95,0,1.0,2939.26,0.4075,app
49406,48,F,MA,basico,443.67,2129.02,5033.35,9,0,3,0.0,820.27,228.09,69.41,25.17,47.95,131.77,0,11.0,568.1,0.4216,app
49407,18,M,PB,basico,439.68,1978.6,3608.04,37,1,3,0.0,212.37,67.93,19.91,11.05,18.33,35.44,0,1.0,2216.79,0.3009,web
49408,26,F,BA,basico,431.62,1941.86,1228.35,13,1,0,0.0,1297.32,393.03,172.8,166.06,121.6,194.44,1,0.0,6381.31,0.6462,web
49409,18,M,DF,basico,441.22,,2775.48,48,0,2,2493.78,286.6,50.59,45.77,25.21,14.49,38.19,0,,3716.51,0.541,web
49410,18,M,RS,basico,332.23,5357.38,2327.61,18,1,12,0.0,3243.77,951.22,659.38,296.59,76.44,209.82,0,8.0,3466.37,0.3683,app
49411,51,F,PE,basico,,1500.0,3897.36,25,0,2,0.0,915.86,211.52,215.52,63.14,2.05,57.89,0,40.0,637.6,0.4105,app
49412,28,M,AM,basico,339.31,2700.03,1112.24,84,2,7,142.78,303.83,99.24,49.32,15.08,31.81,30.29,0,26.0,1914.73,0.4817,app
49413,40,M,ES,basico,789.93,2679.27,1826.6,11,5,12,1233.72,381.69,120.81,61.21,36.91,40.58,32.48,0,15.0,4558.26,0.6587,web
49414,41,F,PR,intermediario,543.51,7179.83,2893.01,18,6,13,9647.85,2677.34,1068.11,197.04,,235.21,369.67,1,33.0,3838.15,0.2974,agencia
49415,43,F,MS,basico,357.66,2065.73,5168.77,13,0,1,1095.75,892.48,283.01,158.77,94.82,2.48,123.18,0,37.0,2732.23,0.4185,app
49416,49,F,SP,premium,708.49,8000.0,3056.63,325,4,16,45070.91,4900.1,1568.06,273.0,301.86,497.28,923.63,1,5.0,17075.59,0.31,telefone
49417,36,F,SP,basico,749.56,1585.2,2002.33,12,1,3,823.75,703.34,222.28,101.89,55.61,25.08,139.24,0,35.0,1611.41,0.5502,app
49418,25,F,RO,intermediario,566.87,3000.0,4723.73,68,1,5,0.0,369.48,89.1,42.36,35.63,3.22,30.71,0,3.0,3775.77,0.1464,app
49419,48,F,MG,premium,757.86,8000.0,5037.1,55,5,14,40846.41,1921.63,658.35,152.0,275.97,69.74,135.93,1,0.0,15888.2,0.4151,app
49420,35,F,RS,basico,484.86,2873.16,381.05,13,2,4,2744.71,566.7,138.49,108.76,73.51,11.3,87.74,1,0.0,1286.02,0.4969,app
49421,23,M,SP,basico,302.04,1925.33,4755.95,15,2,4,0.0,1213.78,372.84,182.87,157.96,71.65,37.38,0,11.0,894.74,0.4105,app
49422,19,M,MG,intermediario,500.85,5975.02,3153.6,59,2,12,15125.9,3269.54,1068.5,292.45,,150.15,287.8,0,2.0,3185.45,0.1179,telefone
49423,37,F,PA,basico,373.26,1781.18,4574.26,22,3,6,2516.02,315.9,112.36,27.76,38.47,30.28,50.19,1,2.0,2622.99,0.3449,web
49424,49,M,RS,basico,478.71,1500.0,1640.54,21,1,6,96.15,988.3,200.15,101.95,111.84,40.87,133.63,0,23.0,2873.32,0.3562,app
49425,22,M,SP,intermediario,653.9,6519.06,1871.61,55,1,8,9591.65,911.38,181.41,129.21,83.86,47.34,61.37,0,17.0,6298.9,0.234,app
49426,38,F,ES,intermediario,524.35,8888.07,9627.13,86,2,24,8214.87,1732.87,322.91,180.33,195.16,17.92,138.37,1,35.0,5485.99,0.1945,app
49427,18,F,MT,basico,476.88,1546.86,801.94,18,4,6,4695.03,300.51,86.58,32.96,31.29,23.35,54.16,0,3.0,1059.67,0.3543,app
49428,46,F,MG,intermediario,536.91,4201.88,8735.11,19,4,9,10750.46,2469.96,677.83,213.33,214.95,274.79,254.24,0,3.0,8613.9,0.1366,app
49429,51,M,PR,intermediario,545.58,3000.0,5499.19,31,1,4,0.0,559.48,138.49,64.41,71.62,56.62,54.9,0,4.0,9467.69,0.0393,web
49430,33,F,GO,basico,577.87,4503.42,3812.43,11,1,6,0.0,994.15,150.81,93.93,67.28,39.65,,1,0.0,3164.14,0.3984,app
49431,42,F,MT,basico,429.59,3382.1,10027.92,14,0,5,471.33,2188.25,392.4,305.86,261.36,154.12,310.93,0,0.0,2567.35,0.2589,app
49432,40,M,RO,intermediario,465.99,10377.73,26065.81,71,1,18,8142.83,6705.87,2222.94,1218.05,491.04,285.61,429.87,1,75.0,9379.35,0.1394,agencia
49433,23,M,GO,basico,271.6,2883.31,7284.64,13,1,7,150.06,877.72,337.76,107.89,127.31,104.14,120.5,0,27.0,1929.52,0.3907,app
49434,38,F,SP,intermediario,700.39,3846.47,11144.17,110,2,8,0.0,1403.36,232.71,95.6,58.6,30.09,63.89,1,4.0,3146.65,0.2579,app
49435,34,M,RJ,basico,322.81,2762.7,6235.74,3,1,8,0.0,869.26,159.7,210.09,105.69,78.05,58.72,0,3.0,1320.29,0.3578,telefone
49436,33,M,PR,basico,470.31,1500.0,1828.22,6,1,0,0.0,602.93,203.46,61.93,13.45,5.28,116.55,0,0.0,500.0,0.5661,app
49437,39,F,SP,basico,689.36,3853.51,7274.6,64,0,8,49.25,1628.02,252.44,109.59,86.76,139.76,114.38,0,61.0,2002.16,0.5685,agencia
49438,49,F,PR,premium,775.75,15656.69,33206.88,37,3,30,14890.68,5357.01,1660.42,520.83,608.4,207.97,462.19,0,7.0,11424.51,0.1989,app
49439,38,M,DF,intermediario,592.29,9444.03,6838.94,5,3,16,10772.69,2790.25,589.53,222.25,96.3,266.72,395.88,0,2.0,2000.0,0.3345,agencia
49440,33,F,PR,intermediario,670.6,7192.81,17381.8,146,3,16,0.0,3170.69,1055.13,576.86,436.75,256.04,571.09,0,6.0,4644.24,0.5294,app
49441,44,Outro,AM,intermediario,692.57,7729.47,21552.42,21,2,17,0.0,2085.59,603.13,253.66,62.59,124.34,118.49,1,34.0,5249.17,0.1437,web
49442,40,F,RN,basico,447.97,1571.57,1120.94,8,0,3,821.04,969.79,347.12,194.61,101.01,,181.5,0,3.0,569.33,0.337,agencia
49443,41,M,PE,intermediario,539.49,5537.75,8879.39,18,2,12,0.0,2083.75,745.04,364.62,120.92,67.38,268.3,0,6.0,6700.67,0.2437,app
49444,25,F,GO,basico,518.29,1500.0,1300.67,8,0,4,523.01,340.15,134.4,41.03,41.53,17.17,29.59,0,12.0,3265.92,0.2128,app
49445,28,M,RJ,intermediario,352.96,3102.78,7622.48,15,2,6,24957.64,575.71,122.56,122.84,53.95,16.92,108.08,0,2.0,2358.78,0.1602,agencia
49446,46,F,MG,intermediario,633.45,6417.24,11991.92,34,2,13,13510.65,2910.31,533.31,668.12,144.01,346.15,250.16,0,6.0,2576.02,0.2602,agencia
49447,24,M,SP,basico,728.2,1500.0,724.77,48,1,1,0.0,951.93,258.57,178.01,121.28,55.17,50.31,0,3.0,1487.28,0.3833,telefone
49448,36,M,MT,intermediario,704.33,7287.71,13333.87,25,1,13,4396.32,2211.05,541.71,403.36,69.26,223.38,160.49,0,21.0,2838.94,0.3897,web
49449,24,M,AP,intermediario,635.48,3042.34,690.04,71,1,5,2456.18,1864.85,588.85,109.01,184.12,33.42,211.01,0,1.0,3459.9,0.3847,app
49450,40,M,RJ,basico,489.97,2550.84,5489.7,2,4,4,367.53,668.18,124.17,54.72,72.91,11.26,36.26,0,12.0,2708.17,0.3702,app
49451,27,F,SP,intermediario,839.06,4803.75,11039.03,55,0,5,17576.17,2054.54,723.17,290.74,112.41,176.94,327.92,1,17.0,4191.4,0.223,app
49452,27,F,PR,intermediario,475.99,5849.37,13770.43,237,2,13,12278.56,1132.79,240.87,178.72,127.55,86.53,90.52,1,0.0,5094.53,0.2567,agencia
49453,30,M,MG,intermediario,477.53,4805.84,8639.69,33,2,3,7134.58,1571.9,516.71,169.46,151.54,139.26,242.27,0,1.0,5580.53,0.2594,web
49454,40,M,SP,basico,453.09,2699.89,5188.51,14,1,4,55.43,548.12,111.48,38.76,58.14,32.27,100.72,0,17.0,745.32,0.3502,app
49455,32,M,PE,basico,384.0,1500.0,1063.05,9,1,3,0.0,881.53,202.47,51.58,89.25,98.55,147.58,0,7.0,1481.46,0.4111,web
49456,42,F,GO,premium,812.31,11546.14,2057.06,87,5,23,191335.51,3813.63,1348.05,220.79,181.48,373.23,263.6,1,4.0,7130.19,0.4493,web
49457,56,F,RJ,intermediario,519.8,5483.0,1550.35,48,1,12,51928.87,3024.67,852.02,753.57,208.41,323.42,450.36,1,10.0,3513.24,0.1349,telefone
49458,45,M,DF,intermediario,682.84,5394.24,8232.86,20,1,9,0.0,2850.15,610.02,558.81,300.62,71.86,113.12,0,112.0,2537.77,0.0415,app
49459,18,F,MG,basico,290.51,3351.2,4981.21,18,0,5,923.44,1838.23,307.64,132.66,223.19,42.61,311.44,0,1.0,2179.86,0.5199,app
49460,24,F,RJ,basico,299.37,2443.64,2798.27,34,0,3,562.96,1297.55,333.83,203.53,120.83,73.58,164.8,1,17.0,2433.49,0.1989,agencia
49461,30,M,SP,premium,844.41,8544.21,8887.08,36,3,21,9260.58,2824.79,666.53,414.67,405.45,297.74,303.73,1,3.0,8613.96,0.1077,app
49462,29,M,SP,basico,340.37,3500.15,8956.93,16,1,7,3269.26,489.63,77.59,73.61,62.05,42.7,53.94,0,7.0,1062.46,0.1548,app
49463,57,M,PB,premium,637.53,9477.07,26999.78,106,4,19,197460.96,3439.92,837.16,315.77,161.94,318.77,474.39,1,5.0,9279.66,0.4044,app
49464,37,F,RS,basico,467.17,2660.64,4155.43,7,1,2,0.0,1255.69,445.56,160.39,170.23,81.82,65.4,0,5.0,3686.4,0.6055,web
49465,32,M,AM,basico,431.6,3987.05,673.63,54,1,14,0.0,899.0,350.28,148.54,84.43,,122.25,0,1.0,1944.3,0.3755,app
49466,29,F,SC,basico,392.4,4487.41,4433.2,4,1,11,368.95,2481.42,833.84,459.17,368.51,257.61,345.42,1,1.0,4358.7,0.228,app
49467,38,M,SP,basico,518.9,2562.19,6842.03,25,1,12,0.0,624.27,243.59,101.62,83.83,30.48,83.26,0,2.0,838.53,0.3389,web
49468,23,F,PE,intermediario,751.79,3852.82,9323.41,47,3,10,0.0,946.95,206.53,181.55,132.49,56.73,138.28,0,2.0,2140.23,0.2161,web
49469,46,F,SP,premium,730.31,28039.68,70854.28,79,2,76,114736.21,4701.44,1022.19,579.55,195.74,99.45,796.89,0,1.0,18915.9,0.5355,app
49470,37,F,MT,basico,558.88,2017.4,2644.5,19,2,6,3288.82,1225.08,375.43,70.39,,82.67,79.1,0,15.0,2355.59,0.3675,app
49471,19,F,PA,basico,318.14,1606.76,2501.01,184,1,2,0.0,579.28,159.68,87.85,71.2,36.51,55.02,0,3.0,1865.56,0.2106,telefone
49472,31,M,RJ,intermediario,831.29,4090.89,4326.91,59,3,13,0.0,1230.33,273.58,156.19,,128.89,148.06,1,1.0,4202.32,0.0307,web
49473,59,M,GO,intermediario,483.55,6261.28,16260.71,49,4,15,5608.32,1783.27,591.62,424.98,215.24,55.2,189.49,0,2.0,9336.38,0.4414,telefone
49474,41,F,CE,basico,,4275.12,10017.24,7,3,11,0.0,2455.81,890.64,240.51,208.7,105.45,288.15,0,8.0,4150.46,0.3702,app
49475,18,M,RJ,basico,308.34,1500.0,1815.14,31,1,5,0.0,435.5,127.98,62.11,28.57,37.09,86.16,0,1.0,1439.44,0.1794,web
49476,25,M,SC,basico,,2335.27,525.0,47,1,2,0.0,1346.89,520.39,127.81,33.93,6.04,194.13,0,18.0,570.88,0.4352,app
49477,39,F,SP,intermediario,647.45,5919.39,2960.43,59,1,15,945.3,3128.25,985.14,467.86,341.94,347.63,404.44,0,,8234.91,0.3014,agencia
49478,62,F,MG,basico,496.53,1500.0,2716.93,19,1,1,97.22,495.12,159.13,39.2,45.13,9.45,33.23,0,2.0,1536.51,0.384,web
49479,48,M,SP,intermediario,607.97,6297.86,14310.05,33,4,18,6354.64,3777.99,1165.56,620.92,223.22,142.66,637.6,1,2.0,2690.66,0.5675,web
49480,48,F,SP,basico,288.68,3684.19,10508.65,11,1,8,3301.43,2401.39,761.68,432.26,238.48,236.04,419.04,0,3.0,2063.17,0.1907,web
49481,43,M,PE,intermediario,565.55,8249.1,20298.13,24,3,16,2520.2,1802.1,591.81,400.22,227.77,191.19,240.52,0,0.0,7009.34,0.3582,app
49482,23,F,SP,basico,297.36,2518.5,5293.16,17,0,9,5067.0,562.46,197.94,38.74,31.69,38.52,80.46,0,38.0,2877.54,0.2726,app
49483,54,F,SP,basico,532.95,3588.74,10151.32,7,0,9,453.93,2067.49,561.7,145.61,305.98,62.31,331.63,1,2.0,3835.14,0.2975,web
49484,48,M,PR,intermediario,551.26,6744.91,11680.28,210,1,12,10117.31,1331.11,316.09,228.49,,69.27,181.42,1,5.0,3585.56,0.1588,app
49485,52,F,ES,intermediario,507.42,9159.3,6108.59,153,1,18,13544.07,3403.73,1131.21,591.69,230.01,284.01,542.88,1,3.0,12868.58,0.2739,app
49486,55,M,SC,basico,395.89,3517.79,2290.16,14,1,13,578.0,898.38,147.17,153.21,64.94,,,0,46.0,813.03,0.2336,agencia
49487,62,F,RJ,premium,,8000.0,13211.8,71,5,14,17964.73,2369.72,592.58,255.48,112.09,100.54,196.08,1,0.0,13186.61,0.5839,app
49488,39,F,MA,intermediario,457.3,3481.18,8926.6,76,2,3,0.0,1820.5,633.43,193.04,156.57,75.17,311.69,1,2.0,7008.64,0.2899,web
49489,38,M,RS,basico,377.75,1870.65,3941.83,1,2,2,200.32,331.17,99.29,70.56,34.51,23.13,66.02,0,0.0,1374.58,0.3968,telefone
49490,41,M,SP,intermediario,501.15,3000.0,6018.1,13,2,8,16790.02,861.08,201.29,61.59,63.92,24.71,132.74,0,2.0,6610.67,0.1567,telefone
49491,49,M,SE,intermediario,,3300.67,1004.63,129,3,8,0.0,1717.71,558.77,210.1,,75.11,207.47,1,6.0,5567.85,0.1103,agencia
49492,43,F,MG,intermediario,737.66,14861.38,29220.07,22,1,26,0.0,6384.67,2346.37,1243.54,920.95,329.64,1056.85,0,0.0,4873.8,0.2939,web
49493,49,F,DF,premium,869.73,8750.65,4848.6,29,3,13,29065.33,5727.49,1022.63,601.55,520.21,75.92,651.64,1,0.0,11264.64,0.7461,telefone
49494,38,F,GO,intermediario,570.89,3000.0,7852.54,26,3,6,37869.03,1291.61,506.19,190.45,41.73,13.43,186.32,1,1.0,6756.54,0.0895,web
49495,33,M,SC,basico,387.13,2461.61,289.3,47,3,6,437.12,549.28,160.77,61.39,43.92,7.91,20.35,0,,877.54,0.6177,app
49496,43,M,MG,intermediario,522.77,4765.98,7079.24,31,4,9,2194.98,529.62,177.5,115.95,18.59,3.23,97.56,1,0.0,3614.31,0.1388,app
49497,52,F,DF,intermediario,505.85,6456.33,6195.2,18,3,11,33071.33,2804.62,921.99,191.5,170.54,144.36,181.11,1,5.0,11498.66,0.0528,app
49498,30,M,PB,intermediario,692.39,6758.82,18459.7,66,2,10,0.0,755.9,247.24,143.58,17.98,55.12,72.38,0,2.0,5170.21,0.2856,app
49499,35,M,RO,basico,510.41,4348.94,10329.13,1,1,6,8140.52,1980.11,786.57,430.81,165.28,55.85,346.6,0,0.0,3408.87,0.1975,app
49500,51,F,MG,premium,748.44,8000.0,13512.98,40,4,13,25587.22,5275.38,1893.7,611.86,655.02,542.24,389.52,1,0.0,10275.01,0.1122,web
49501,54,F,BA,basico,,3122.1,4141.89,22,0,5,0.0,1964.5,651.71,258.6,262.96,64.13,315.41,0,0.0,1047.21,0.2573,web
49502,35,F,DF,intermediario,467.47,4500.03,6823.19,3,1,6,0.0,2538.33,916.62,348.09,341.48,83.48,433.82,1,7.0,7296.1,0.5153,web
49503,25,M,AM,basico,378.93,1500.0,3567.76,14,1,4,0.0,451.58,169.29,34.01,40.36,43.99,13.91,0,1.0,3987.32,0.1526,app
49504,55,F,RS,intermediario,854.92,,8506.51,16,0,6,15284.79,2056.21,571.71,250.84,235.62,10.28,185.35,1,0.0,6172.84,0.0977,app
49505,41,Outro,SP,basico,302.8,2533.51,2458.44,25,0,6,0.0,1726.1,291.69,179.92,49.44,135.56,200.08,0,4.0,691.39,0.2776,app
49506,35,M,ES,intermediario,628.79,7915.15,19594.01,70,2,14,0.0,4172.42,1659.57,574.8,106.39,129.97,396.62,0,11.0,3812.6,0.1071,web
49507,47,M,PA,basico,111.49,4072.17,527.75,2,1,2,0.0,556.61,153.15,130.42,44.98,11.41,41.09,0,7.0,1472.03,0.2361,app
49508,21,F,PB,intermediario,581.99,6826.59,12556.99,84,4,14,638.15,3298.43,887.32,403.6,376.4,,435.62,0,12.0,4562.23,0.3083,agencia
49509,34,M,SP,basico,502.04,2901.21,1052.25,23,1,7,831.6,589.85,149.97,42.76,57.16,11.48,45.78,0,10.0,3092.98,0.4375,app
49510,42,F,SP,intermediario,647.58,6537.52,11209.53,141,2,11,2428.43,2727.22,1049.7,663.13,296.21,24.02,315.68,1,8.0,14188.85,0.6628,app
49511,42,M,RJ,basico,393.51,2354.7,2872.46,1,1,7,273.82,828.23,160.9,140.31,77.21,9.52,90.43,0,7.0,784.06,0.3672,app
49512,25,F,BA,basico,805.48,5806.0,14604.31,5,1,10,251.58,3861.85,784.78,948.07,121.22,125.49,718.94,0,2.0,874.36,0.3496,telefone
49513,24,F,MT,basico,341.78,5822.17,1744.07,34,0,11,0.0,1776.53,426.88,112.27,168.2,98.53,304.76,0,0.0,2136.97,0.2423,app
49514,61,F,PA,premium,675.63,16385.18,36597.11,19,4,33,0.0,2932.95,1095.75,721.73,206.06,96.2,548.71,0,4.0,8992.83,0.27,app
49515,40,F,RJ,intermediario,689.21,3000.0,1148.09,4,4,5,38678.93,1377.58,537.52,107.29,158.39,158.65,244.93,1,9.0,3264.11,0.3264,app
49516,36,Outro,DF,basico,342.49,1500.0,2612.77,14,1,2,6270.26,357.13,136.15,50.54,18.41,41.98,11.18,0,5.0,1413.52,0.6002,app
49517,41,M,SC,premium,765.58,14540.11,26550.81,154,3,29,60682.73,5028.76,1847.24,1067.96,236.17,413.78,994.16,0,4.0,25716.68,0.1206,web
49518,30,M,MG,intermediario,757.03,3750.37,10841.58,47,3,3,3148.33,2602.0,547.26,557.92,367.55,181.95,286.88,1,98.0,2000.0,0.2553,agencia
49519,28,F,SP,basico,385.17,2791.59,4298.59,14,1,4,,1506.71,320.24,342.12,179.84,78.88,232.91,0,50.0,1714.83,0.3268,agencia
49520,51,M,SC,intermediario,386.11,3633.85,2751.2,14,2,5,37245.21,2473.82,855.34,138.64,270.67,208.94,181.37,1,2.0,3097.29,0.1053,app
49521,27,F,SC,basico,546.03,2665.3,4372.6,34,4,2,0.0,1006.32,368.72,77.86,53.76,88.44,97.25,0,12.0,789.22,0.1601,telefone
49522,32,F,SP,basico,418.22,1591.03,4731.28,27,2,6,562.62,478.98,102.02,48.83,67.45,53.81,27.15,0,3.0,1365.26,0.7213,web
49523,56,M,TO,intermediario,512.24,4696.63,2612.13,29,2,10,,1264.05,348.32,98.29,34.47,81.51,227.9,1,4.0,3485.99,0.214,app
